,Unnamed: 0,films,status,tagline,pg_val,original_language,production_companies,spoken_languages
7123,7123,Indignation,Released,Based on the novel by Philip Roth.,False,en,"Likely Story, Symbolic Exchange",English
7124,7124,The Sons of Katie Elder,Released,"From the four winds they came, the four brothers, their eyes smoking and their fingers itching...",False,en,"Paramount, Hal Wallis Productions",English
7125,7125,Downhill,Released,A Different Kind of Disaster Movie.,False,en,"Searchlight Pictures, Likely Story, Filmhaus Films, TSG Entertainment",English
7126,7126,The Freshman,Released,"He was on his way to the Dean's List, but he wound up on the hit list.",F,en,TriStar Pictures,English
7127,7127,Are You Here,Released,Friendship... there's nothing in it for anybody.,F,en,"Gilbert Films, Weiner Brothers, Millennium Media",English
7128,7128,The 7th Voyage of Sinbad,Released,See these incredible scenes before your unbelieving eyes!,False,en,"Morningside Productions, Columbia Pictures",English
7129,7129,Pillow Talk,Released,...It's What Goes On When The Lights Go Off!,F,en,Arwin Productions,"English, French"
7130,7130,Matinee,Released,Lawrence Woolsey presents the end of civilization as we know it. Make that... Proudly Presents!,F,en,"Universal Pictures, Falcon Productions, Renfield Productions",English
7131,7131,Kazaam,Released,The world's most powerful genie has just met his match.,F,en,"Touchstone Pictures, Interscope Communications, PolyGram Filmed Entertainment, Universal Pictures",English
7132,7132,Three O'Clock High,Released,"Jerry Mitchell just bumped into Buddy Revell. Now Jerry isn't thinking about math or english. Because at three o'clock, he's history.",False,en,Universal Pictures,English
7133,7133,City Hall,Released,It started with a shootout on a rainswept street and ended in a scandal that shattered New York.,F,en,Castle Rock Entertainment,English
7134,7134,Obsession,Released,A bizarre story of love.,False,en,"Yellowbird Productions, Columbia Pictures",English
7135,7135,Happythankyoumoreplease,Released,Go Get Yourself Loved,False,en,"Paper Street Films, Tom Sawyer Entertainment, Back Lot Pictures, Haven Entertainment",English
7136,7136,Diner,Released,"Suddenly, life was more than French fries, gravy, and girls.",False,en,Metro-Goldwyn-Mayer,English
7137,7137,Pickup on South Street,Released,How the law took a chance on a B-girl … and won!,False,en,20th Century Fox,English
7138,7138,The Dark,Released,One of the living for one of the dead.,False,en,"Constantin Film, Impact Pictures, Isle of Man Film, UK Film Council","English, Welsh"
7139,7139,Imitation of Life,Released,Fannie Hurst's best selling novel of today's tormented generation!,F,en,Universal International Pictures,English
7140,7140,The Final,Released,This lesson can't be learned in the classroom.,F,en,Agora Entertainment,English
7141,7141,Malicious,Released,"Wasn't that thoughtful of mother — to hire a maid like Angela, and then die.",False,it,"Clesi Cinematografica, Dino de Laurentiis Cinematografica",Italian
7142,7142,Whisper,Released,The devil's work is childs play,False,en,"Universal Pictures, Gold Circle Films, H2F Entertainment, Yukon Film Incentive Program, Mandate International",English
7143,7143,Smiley Face,Released,High. How are you?,False,en,"Desperate Pictures, Anonymous Content, ApolloProMovie & Co. 3. Filmproduktion",English
7144,7144,Tourist Trap,Released,Every year young people disappear.,F,en,Charles Band Productions,English
7145,7145,Last Chance Harvey,Released,"When it comes to love, is it ever too late to take a chance?",False,en,"Process Productions, Overture Films, Paramount Vantage",English
7146,7146,Before Night Falls,Released,Before Night Falls,F,en,"El Mar Pictures, Grandview Pictures","English, Spanish"
7147,7147,Wake in Fright,Released,"Have a drink, mate? Have a fight, mate? Have some dust and sweat, mate? There's nothing else out here.",F,en,"NLT, Group W, United Artists",English
7148,7148,Love and Bullets,Released,True love only comes once and never dies,False,it,"Madeleine, Mompracem, RAI Cinema, Tam Tam Fotografie, Manetti Bros. Film",Italian
7149,7149,Revenge of the Nerds II: Nerds in Paradise,Released,They're Back!,False,en,"American Entertainment Partners L.P., Interscope Communications, Amercent Films, 20th Century Fox",English
7150,7150,Gun Crazy,Released,Thrill Crazy... Kill Crazy... Gun Crazy,False,en,"King Brothers Productions, United Artists",English
7151,7151,Burning Bright,Released,His Feeding. Your Frenzy.,F,en,"Burning Bright Productions, Lionsgate, Sobini Films, Launchpad Productions",English
7152,7152,Playmobil: The Movie,Released,Let adventure lead you home.,F,en,"ON Animation Studios, Morgen Studios, DMG Entertainment, Lionsgate, STX Films, SODEC",English
7153,7153,Joshua,Released,The story of a perfect boy who had the perfect plan.,False,en,ATO Pictures,English
7154,7154,All Dogs Go to Heaven 2,Released,Heaven help us! Look who's back in the adventure of 2 lifetimes.,F,en,Metro-Goldwyn-Mayer,English
7155,7155,Lucky You,Released,Change your game. Change your life.,F,en,"Lonely Film Productions GmbH & Co. KG., Village Roadshow Pictures, Deuce Three Productions, Di Novi Pictures, Warner Bros. Pictures",English
7156,7156,Arena,Released,There's no greater battle... Than the battle for your life.,False,en,"Motion Picture Corporation of America, Fury Productions, RCR Media Group, Zero Gravity Management","English, Mandarin, Italian"
7157,7157,Vanquish,Released,She's got one night to save her life.,F,en,"March On Productions, Capstone Group","English, Turkish"
7158,7158,Bomber,Released,Bomber,False,it,Leone Film,"English, Italian"
7159,7159,Song of the South,Released,Here Comes the Zip-A-Dee-Doo-Dah Show!,F,en,Walt Disney Productions,English
7160,7160,Rab Ne Bana Di Jodi,Released,There Is An Extraordinary Love Story In Every Ordinary Jodi.,False,hi,Yash Raj Films,"Hindi, English"
7161,7161,Elegy,Released,Elegy,False,en,Lakeshore Entertainment,"English, Spanish"
7162,7162,The Corruptor,Released,You can't play by the rules if there aren't any.,F,en,"New Line Cinema, Illusion Entertainment Group","Cantonese, Mandarin, English"
7163,7163,Better Living Through Chemistry,Released,Happiness has no formula,F,en,"Ealing Metro International, Occupant Entertainment, Altus Productions, Aegis Film Fund",English
7164,7164,The Brain,Released,The Brain has rocked the world with laughter!,False,fr,"Paramount, Dino de Laurentiis Cinematografica, Gaumont International","English, German, French"
7165,7165,Dead & Buried,Released,It will take your breath away. All of it.,False,en,Barclays Mercantile Industrial Finance,English
7166,7166,Cha Cha Real Smooth,Released,Falling in love is easy. Growing up is hard.,F,en,"PictureStart, TeaTime Pictures, Endeavor Content",English
7167,7167,Dead Birds,Released,There are worse things than dying.,False,en,"Dead Birds Films, Silver Nitrate",English
7168,7168,Angel of Mine,Released,Angel of Mine,F,en,"Garlin Pictures, Screen Australia, Film Victoria, SixtyFourSixty",English
7169,7169,The Manor,Released,Enjoy your stay.,False,en,"Amazon Studios, Blumhouse Television, Blumhouse Productions, Storm King Productions",English
7170,7170,Batman: Return of the Caped Crusaders,Released,The crusade continues...,False,en,"Warner Premiere, DC Comics, Warner Bros. Animation, DC Entertainment",English
7171,7171,Hellhole,Released,Hellhole,False,pl,Akson Studio,"Latin, Polish"
7172,7172,Mosul,Released,Mosul,False,ar,AGBO,Arabic
7173,7173,White Noise 2: The Light,Released,Sometimes they don't come back alone.,F,en,"Brightlight Pictures, Gold Circle Films",English
7174,7174,The Little Stranger,Released,These delusions are contagious,F,en,"Element Pictures, Film4 Productions, Dark Trick Films, Potboiler Productions, Canal+, Ciné+, Ingenious Media, Fís Éireann/Screen Ireland, Pathé, Focus Features",English
7175,7175,Last Looks,Released,This city is a bad place to be a good guy.,F,en,"Romulus Entertainment, Waldo Film Productions, Metrol Technology, MadRiver International, Head Gear Films",English
7176,7176,Burn,Released,Hell of a night,F,en,"Hopscotch Pictures, Film Mode Entertainment, Particular Crowd, Yale Productions, Inwood Road Films",English
7177,7177,Rock-A-Doodle,Released,"The rousing, rollicking adventure of the world's first rockin' rooster!",False,en,"Goldcrest, Sullivan Bluth Studios, Samuel Goldwyn Company",English
7178,7178,Missing in Action 2: The Beginning,Released,Chuck Norris is back! A one-man time bomb set to explode!,F,en,"Golan-Globus Productions, Cannon Group","English, Vietnamese"
7179,7179,The Express,Released,He changed our country... one yard at a time.,False,en,"Davis Entertainment, Relativity Media, IDEA Filmproduktions, Universal Pictures",English
7180,7180,Come and Find Me,Released,Come and Find Me,F,en,"Oddfellows Entertainment, Automatik Entertainment, Motion Picture Capital",English
7181,7181,The Boxer,Released,Love is always worth fighting for.,F,en,"Universal Pictures, Hell's Kitchen Films",English
7182,7182,Smashed,Released,Smashed,F,en,Super Crispy Entertainment,English
7183,7183,Loving Annabelle,Released,One student. One teacher. One secret.,F,en,"Big Easy Pictures, Divine Light Pictures",English
7184,7184,El Cid,Released,The GREATEST ROMANCE and ADVENTURE in a THOUSAND YEARS!,False,en,"Samuel Bronston Productions, Dear Film, Allied Artists Pictures","English, Latin"
7185,7185,Dreamscape,Released,Close your eyes and the adventure begins.,F,en,"Weintraub Entertainment Group, Zupnik-Curtis Enterprises, Chevy Chase Films, 20th Century Fox",English
7186,7186,Mulholland Falls,Released,"This isn't America, this is Los Angeles.",False,en,"Metro-Goldwyn-Mayer, Largo Entertainment, The Zanuck Company",English
7187,7187,Brassed Off,Released,Fed up with the system. Ticked off at the establishment. And mad about... each other.,F,en,"Miramax, Prominent Features, Film4 Productions",English
7188,7188,Tarantula,Released,More terrifying than any horror known to man comes a creeping crawling monster whose towering fury no one can escape!,F,en,Universal Pictures,English
7189,7189,Son,Released,You can't outrun a family secret.,F,en,"Belladonna Productions, Elastic Film, Park Films",English
7190,7190,Siren,Released,No Man Can Resist Her. All Men Should.,F,en,"Blue Falcon Productions, Chiller Films, Big Picture Casting, Studio71, The Collective Studios",English
7191,7191,Iron Will,Released,It's not a question of age. Or strength. Or ability. It's a matter of will.,F,en,Walt Disney Pictures,English
7192,7192,Centigrade,Released,Based on chilling true events,F,en,"Manhattan Productions, Phiphen Pictures",English
7193,7193,The Spanish Prisoner,Released,It's the oldest con in the book.,False,en,"Sweetland Films, Jean Doumanian Productions, Magnolia Films, Jasmine Productions Inc.",English
7194,7194,Old Yeller,Released,"All the heart, all the excitement of a great frontier adventure!",F,en,Walt Disney Productions,English
7195,7195,Trouble in Paradise,Released,HIS PARADISE BECAME A MERRY HELL!,False,en,Paramount,"German, English, Spanish, Italian, Russian"
7196,7196,Holy Spider,Released,Holy Spider,F,fa,"Profile Pictures, One Two Films, Wild Bunch, Why Not Productions, Film i Väst, ZDF/Arte, The Imaginarium, Rotor Film",Persian
7197,7197,"Suddenly, Last Summer",Released,"Suddenly, last summer, Cathy knew she was being used for something evil!",False,en,"Horizon Pictures, Academy Pictures Corporation, Camp Films, Columbia Pictures",English
7198,7198,You Kill Me,Released,Professional alcoholic hit man gets life back on track thanks to her,False,en,"Independent Film Group, Bi-polar Pictures, Carol Baum Productions, Code Entertainment, Dillinger Productions, Echo Lake Entertainment, Green Tulip Productions, Code Entertainment",English
7199,7199,Beats,Released,Rise above the noise,F,en,"Global Road Entertainment, 51 Minds Entertainment",English
7200,7200,Splendor in the Grass,Released,There is a miracle in being young... and a fear.,F,en,"Newton Productions, NBI Productions, Warner Bros. Pictures",English
7201,7201,Misbehaviour,Released,Miss World 1970: The launch of a revolution,False,en,Left Bank Pictures,"English, German, Japanese, Spanish, Swedish"
7202,7202,Drone,Released,Choose your target wisely.,False,en,"Pacific Northwest Pictures, Gold Star Productions, Look to the Sky Films, Daylight Media",English
7203,7203,Queen,Released,Hail Goddess,F,hi,"Phantom Films, Viacom18 Studios",Hindi
7204,7204,My Old Lady,Released,He's in the will. She's in the way.,F,en,"Deux Chevaux Films, Cohen Media Group, BBC Film, Krasnoff / Foster Entertainment, Protagonist Pictures",English
7205,7205,Rupture,Released,Rupture,F,en,"Tango Pictures, Splendid Film, BondIt, AMBI Group",English
7206,7206,Fluke,Released,Unleash your imagination... and come along on a magical journey. Follow him home.,F,en,Metro-Goldwyn-Mayer,English
7207,7207,Shadowlands,Released,"He distanced himself from love as he distanced himself from pain, until one woman got close enough to open his heart to the world.",False,en,"Savoy Pictures, Shadowlands Productions, Price Entertainment, Spelling Films International","English, German"
7208,7208,Nekromantik,Released,Death is just the Beginning,F,de,Jelinski & Buttgereit,German
7209,7209,Desperate Measures,Released,Desperate times call for. . .,F,en,"TriStar Pictures, Mandalay Entertainment","English, Spanish"
7210,7210,Second Chance,Released,This guy is a disaster or...,F,fr,"Fidélité Films, SCOPE Pictures, Jerico, Wild Bunch, Mars Films, TF1 Films Production","French, Korean"
7211,7211,Saints and Soldiers,Released,Trapped behind enemy lines. All they have is their hope.,False,en,"Go Films, Medal Of Honor","English, German"
7212,7212,The Man with One Red Shoe,Released,"Mugged, bugged, chased and seduced. Why is every one after Tom Hanks?",F,en,20th Century Fox,English
7213,7213,Robot Overlords,Released,Mankind May Fall. Heroes Will Rise.,F,en,"Umbra Telegraph Pictures, BFI, Northern Ireland Screen, Pinewood Studios, British Film Company, Tempo Productions",English
7214,7214,Locked Down,Released,Some people unravel faster than others,False,en,"AGC Studios, Storyteller Productions, Warner Bros. Pictures",English
7215,7215,Taps,Released,"This school is our home, we think it's worth defending.",F,en,20th Century Fox,English
7216,7216,Bad News Bears,Released,The bases are loaded... so is the coach.,False,en,"Media Talent Group, Detour Filmproduction","Spanish, English"
7217,7217,Final Analysis,Released,Someone was seduced. Someone was set up. and before it was all over... someone was dead.,False,en,"Warner Bros. Pictures, Witt/Thomas Productions, Roven-Cavallo Entertainment",English
7218,7218,Wings,Released,"Youth, hitting the clouds! Laughing at danger! Fighting, loving, dodging death! That's ""WINGS""",False,en,Paramount Famous Lasky Corporation,No Language
7219,7219,Umma,Released,A mother's love never dies,False,en,"Raimi Productions, Stage 6 Films, Starlight Media","Korean, English"
7220,7220,Titus,Released,If you think you know Shakespeare... Think again.,F,en,"Clear Blue Sky Productions, Overseas FilmGroup, Urania Pictures, NDF International, Titus Productions","English, Latin"
7221,7221,My Summer of Love,Released,The most dangerous thing to want is more.,F,en,"Apocalypso Pictures, The Film Consortium, BBC Film, Baker Street, Take Partnership, UK Film Council",English
7222,7222,I Walked with a Zombie,Released,"See this strange, strange story of a woman whose lure set brother against brother; whose love caused hate—and whose beauty bowed to the will of an evil spell in whose power we must refuse to believe—EVEN IF IT'S TRUE!",False,en,RKO Radio Pictures,English
7223,7223,Swimfan,Released,His biggest fan just became his worst nightmare.,F,en,"Forrest Films, GreeneStreet Films, Cobalt Media Group, Furthur Films, 20th Century Fox",English
7224,7224,The Night Listener,Released,You never know who's listening.,F,en,"IFC Films, Miramax, Fortissimo Films",English
7225,7225,Dr. Jekyll and Mr. Hyde,Released,Put yourself in her place! The dreaded night when her lover became a madman!,False,en,Paramount,English
7226,7226,Newsies,Released,A Thousand Voices. A Single Dream.,F,en,"Walt Disney Pictures, Touchwood Pacific Partners 1",English
7227,7227,Khumba,Released,"Half a zebra, a whole lot of adventure!",F,en,Triggerfish,English
7228,7228,The Scorpion King: Book of Souls,Released,The Scorpion King: Book of Souls,False,en,Universal 1440 Entertainment,English
7229,7229,+1,Released,Everyone wants one.,F,en,Process Productions,English
7230,7230,Mind Game,Released,Mind Game,False,ja,"STUDIO4℃, Asmik Ace Entertainment, Rentrak Japan, Beyond C.",Japanese
7231,7231,Assimilate,Released,The enemy is you,False,en,"Boy Meets Girl Film Company, Sprockefeller Pictures, WeatherVane Productions, Maple Island Films, Splendid Film, Union Hill Productions, Arclight Films","Spanish, English"
7232,7232,The Veil,Released,The dead come back,F,en,Blumhouse Productions,English
7233,7233,White Dog,Released,When man’s best friend becomes his fiercest enemy…,F,en,Paramount,English
7234,7234,Charming,Released,Charming,F,en,"3QU Media, Storyoscopic Films, Vanguard Animation, WV Enterprises, Cinesite Animation",English
7235,7235,EO,Released,May all your dreams come true.,F,pl,"Skopia Film, Alien Films, HAKA Films, Moderator Inwestycje, PISF, MiC, Regione Lazio","Italian, French, Polish, English"
7236,7236,Skin Trade,Released,Two Cops. One Mission. No Mercy.,F,en,"Thorbak, Baumgarten Management and Productions (BMP), SC Films International, SC International Pictures, Thor Pictures","Thai, English"
7237,7237,Boulevard,Released,It's never too late to make a U-turn,False,en,"Evil Media Empire, Camellia Entertainment",English
7238,7238,Chances Are,Released,"Alex has a lifetime full of wonderful memories. Unfortunately, they're not his.",F,en,TriStar Pictures,English
7239,7239,Cul-de-sac,Released,Sometimes there’s nothing left to do but laugh!,False,en,Tekli British Productions,English
7240,7240,Critters 4,Released,"In Space, They Love to Hear You Scream!",False,en,"OH Films, New Line Cinema",English
7241,7241,Valmont,Released,As unpredictable as love itself.,False,en,"Timothy Burrill Productions, Renn Productions, Pathé",English
7242,7242,Little Caesar,Released,The Power-Mad Monarch of the Murder Mobs!,False,en,First National Pictures,English
7243,7243,Neruda,Released,A renowned poet. An unknown inspector. A legendary manhunt.,F,es,"Participant, Funny Balloons, Ad hoc Studios, AZ Films, Casting del Sur, Reborn Production, Setembro Cine, Fabula, Telefe","French, Spanish"
7244,7244,Waist Deep,Released,His son. His life. His freedom. He's taking them all back.,False,en,"RSVP Productions, Rogue Pictures",English
7245,7245,River's Edge,Released,Which was worse? The murder or what came after?,F,en,"Island, Metro-Goldwyn-Mayer, Hemdale Film Corporation",English
7246,7246,Padmaavat,Released,The Goddess Queen,False,hi,"Bhansali Productions, Viacom18 Studios",Hindi
7247,7247,The Battery,Released,"In a land ravaged by the undead, Ben and Mickey must learn to survive... each other.",False,en,O. Hannah Films,English
7248,7248,Dangerous Beauty,Released,Born without privilege. Bound by tradition. She found the courage to follow her heart.,False,en,"Bedford Falls Productions, Regency Enterprises, Arnon Milchan Productions, Warner Bros. Pictures, 20th Century Fox",English
7249,7249,Skyfire,Released,The mountain is waking up,F,zh,"Base FX, Meridian Entertainment, Gosdom Entertainment, Production Capital","Mandarin, English"
7250,7250,The Ottoman Lieutenant,Released,In a land on the brink of war the most dangerous place to be is in love.,False,en,Eastern Sunrise Films,"English, Turkish"
7251,7251,Sholay,Released,The greatest cast ever assembled! The greatest story ever told!,F,hi,"Sippy Films, NH Studioz",Hindi
7252,7252,Deseo,Released,Deseo,False,es,"JADE FILMS, Grupo AZTECA, Eficine 226, Instituto Mexicano de Cinematografía",Spanish
7253,7253,Await Further Instructions,Released,Contain. Corrupt. Control.,False,en,"Shudder Films, Goldfinch Studios",English
7254,7254,Dick,Released,The unmaking of the president.,F,en,"Columbia Pictures, Canal+ Droits Audiovisuels, Pacific Western, Phoenix Pictures",English
7255,7255,2001: A Space Travesty,Released,The most outer spaced-out comedy ever!,F,en,"Cinevent, Helkon Media",English
7257,7257,Man Down,Released,He's coming home to the war he never left.,False,en,"Binary Light, Mpower Pictures, Krannel Pictures, Wild Bunch",English
7258,7258,Disconnected,Released,Disconnected,F,it,Vision Distribution,Italian
7259,7259,Fire and Ice,Released,The end of mankind as we know it.,F,en,"Polyc International BV, 20th Century Fox, PSO",English
7260,7260,Maximum Ride,Released,Welcome To Her Nightmare,False,en,"JP Entertainment, Studio71, G2",English
7261,7261,Chappaquiddick,Released,The Untold True Story,False,en,"Apex Entertainment, DMG Entertainment, Lionsgate, Signature Entertainment, Sierra/Affinity, Chimney Sweden",English
7262,7262,Fat Albert,Released,Hey! Hey! Hey!,False,en,"Culver Studios, Davis Entertainment, 20th Century Fox",English
7263,7263,Ideal Home,Released,These dads suck,False,en,"Mustard & Co, Remstar Studios, Indieproduction, Lucky Monkey Pictures, Baby Cow Productions",English
7264,7264,Broken,Released,Broken,False,en,"Cuba Pictures, BBC Film, Bill Kenwright Films, Wild Bunch, BFI, Lipsync Productions",English
7265,7265,The Best Man Holiday,Released,Times change. Friendship doesn't.,False,en,"Universal Pictures, Blackmaled Productions, Sean Daniel Company",English
7266,7266,The Thief of Bagdad,Released,GIGANTIC! The Wonder Picture of All Time!,F,en,"London Films Productions, United Artists",English
7267,7267,When the Wind Blows,Released,A horrifying vision of tomorrow.,False,en,"Penguin Books, British Screen Productions, TVC London, Meltdown Productions, Film4 Productions",English
7268,7268,Return of the Seven,Released,Between the law and the lawless - SEVEN again... MAGNIFICENT again!,F,en,"C.B. Films S.A., The Mirisch Company, United Artists","Spanish, French, English, Italian"
7270,7270,Dead of Night,Released,"The unexpected, the tragic, the comic, the romantic, the dramatic.....",F,en,Ealing Studios,"English, French"
7271,7271,They,Released,Are you afraid of the dark? You should be.,False,en,"Focus Features, Dimension Films, Good Machine, Radar Pictures, Miramax",English
7272,7272,Big Business,Released,"Mixed up at birth, two sets of twins finally meet their match.",F,en,"Touchstone Pictures, Silver Screen Partners III","English, Italian"
7273,7273,Barbershop 2: Back in Business,Released,Let your hair down.,F,en,"Metro-Goldwyn-Mayer, Cube Vision",English
7274,7274,An Interview with God,Released,What would you ask?,F,en,"Astute Films, Giving Films, Big Indie Pictures",English
7275,7275,The Caller,Released,Some calls are best left unanswered.,F,en,"Head Gear Films, Alcove Entertainment, Pimienta, The Salt Company International, Metrol Technology",English
7276,7276,Jade,Released,Some fantasies go too far.,F,en,"Paramount, Robert Evans Company, Adelson-Baumgarten Productions",English
7277,7277,Perfect Sisters,Released,Being a teenager can be murder.,False,en,Julijette,English
7278,7278,The Corporation,Released,The corporation as psychopath...,F,en,Big Picture Media Corporation,English
7279,7279,O,Released,Trust. Seduction. Betrayal.,False,en,"Dimension Films, FilmEngine, Chickie The Cop Production, Daniel Fried Productions, Rhulen Entertainment","French, English"
7280,7280,Terminal Velocity,Released,It's not the fall that kills you...,False,en,"Hollywood Pictures, Interscope Communications, PolyGram Filmed Entertainment, Nomura Babcock & Brown","Russian, English, Italian"
7281,7281,Dual,Released,The only thing that can stop you is you.,False,en,"XYZ Films, IPR.VC, Resolute Films and Entertainment",English
7282,7282,Chapter 27,Released,He came to New York to meet John Lennon... and the world changed forever.,F,en,"Peace Arch Entertainment Group, Artina Films",English
7283,7283,The Invisible Woman,Released,The Invisible Woman,F,pt,"Lereby Produções, Conspiração Filmes, Globo Filmes",Portuguese
7284,7284,Postcards from the Edge,Released,"Having a wonderful time, wish I were here.",False,en,Columbia Pictures,English
7285,7285,Bomb City,Released,"The more I see of man, the more I like dogs.",F,en,"Bomb City Films, 3rd Identity Films",English
7286,7286,Death Defying Acts,Released,Love is inescapable,False,en,"BBC Film, Australian Film Finance Corporation, Myriad Pictures, Zephyr Films, MacGowan Films","English, French, Italian"
7287,7287,Almost Friends,Released,Almost Friends,F,en,Let It Play,English
7288,7288,Sleepaway Camp II: Unhappy Campers,Released,When you go camping just take the essentials.,F,en,Double Helix Films,English
7289,7289,"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",Released,"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",False,fr,"Paradise Films, Unité Trois, Ministère de la Culture Française de Belgique, Centre du Cinéma et de l'Audiovisuel de la FWB",French
7290,7290,2001 Maniacs,Released,You are what THEY eat!,F,en,"Velvet Steamroller Entertainment, BloodWorks, Raw Nerve",English
7291,7291,Allan Quatermain and the Lost City of Gold,Released,Richard Chamberlain returns in the sequel to 'King Solomon's Mines',False,en,"Cannon Group, Golan-Globus Productions",English
7292,7292,Defending Your Life,Released,The first true story of what happens after you die.,False,en,Geffen Pictures,English
7293,7293,Strangerland,Released,To find the truth they must lose themselves.,F,en,Worldview Entertainment,English
7294,7294,Girl Most Likely,Released,She has a lot to live up to. And a few things to live down.,F,en,"Maven Screen Media, Anonymous Content, Ambush Entertainment, Foggy Bottom Pictures, 10th Hole Productions, Minerva Productions","Romanian, English"
7295,7295,Una,Released,Absence makes the hurt grow stronger,F,en,"Jean Doumanian Productions, WestEnd Films, Bron Studios, Film4 Productions, Creative Wealth Media Finance",English
7296,7296,One Week,Released,Two reels of side-splitting fun arising from the trials of honeymooners…,F,en,Joseph M. Schenck Productions,No Language
7297,7297,Show Dogs,Released,Unleashed and undercover,False,en,"Riverstone Pictures, Open Road Films, Neddy Dean Productions",English
7298,7298,American Ninja 2: The Confrontation,Released,The ultimate American fighting machine is back!,False,en,"Cannon Group, Golan-Globus Productions",English
7299,7299,Redemption Day,Released,Taking his wife was their last mistake.,F,en,"H Films, Buffalo 8 Productions, Redemption Films","English, French"
7300,7300,Red Scorpion,Released,They think they control him. Think again.,F,en,"Scorpion Film Production, Abramoff Production, Shapiro-Glickenhaus Entertainment","English, Italian"
7301,7301,Malibu's Most Wanted,Released,Ever feel like you don't belong?,False,en,"Karz Entertainment, Big Ticket Productions, Warner Bros. Pictures",English
7302,7302,Our Hospitality,Released,A Comedy with a Heart of Gold,False,en,Joseph M. Schenck Productions,No Language
7303,7303,Dragonslayer,Released,"In the Dark Ages, Magic was a weapon. Love was a mystery. Adventure was everywhere... And Dragons were real.",F,en,"Paramount, Walt Disney Productions",English
7304,7304,Banshee Chapter,Released,"The experiments are over, the terror has just begun...",False,en,"Sunchaser Entertainment, Before the Door Pictures, Favorit Film",English
7305,7305,Shock Corridor,Released,… opens the door to sights you've never seen before!,False,en,"Leon Fromkess-Sam Firks Productions, Allied Artists Pictures",English
7306,7306,Smart People,Released,Sometimes the smartest people have the most to learn,False,en,"GEM Global Entertainment Magyar, Miramax, Sherazade Film Development, Groundswell Productions, QED International, Corduroy Films, Visitor Pictures, Chesterfield Writer's Film Project",English
7307,7307,Red,Released,They should have told the truth...,False,en,"Billy Goat Pictures, Tenk",English
7308,7308,Jabberwocky,Released,Jabberwocky: the monster so horrible that people caught the plague to avoid it,False,en,"Python Films, Umbrella Films",English
7309,7309,Affliction,Released,Like father like son...?,F,en,"JVC, Kingsgate Films, Largo Entertainment",English
7310,7310,The Crossing Guard,Released,"...some lives cross, others collide.",F,en,Miramax,English
7311,7311,The Sheltering Sky,Released,A woman's dangerous and erotic journey...,False,en,"Recorded Picture Company, Aldrich Group, Film Trustees Ltd., TAO Film","Arabic, English, French"
7312,7312,F/X2,Released,The Deadly Art of Illusion,False,en,"Orion Pictures, Dodi Fayed - Jack Wiener",English
7313,7313,Renaissance,Released,Paris 2054. Live forever or die trying,False,fr,"Onyx Films, Backup Media, CNC, Miramax, France 2 Cinéma, Pathé, Odyssey Entertainment, LuxAnimation, MEDIA Programme of the European Union, La Région Île-de-France, Miramax Animation, International Business Machines (IBM), Allied Filmmakers","English, French"
7314,7314,Little Joe,Released,Happiness is a business,False,en,"The Bureau, Essential Filmproduktion, ORF, BBC Film, BR, ARTE, Coop 99 Filmproduktion",English
7315,7315,Thunderheart,Released,Two men from different worlds. Two cops after the same killer. Together they must uncover the secrets. Together they must discover the truth.,False,en,TriStar Pictures,English
7316,7316,Beaches,Released,Some Friendships Last Forever,False,en,"Touchstone Pictures, All Girl Productions, Silver Screen Partners IV",English
7317,7317,Funny Farm,Released,Chevy Chase finds life in the country isn't what it's cracked up to be!,False,en,Warner Bros. Pictures,English
7318,7318,Bokeh,Released,Bokeh,False,en,"Kansha Films, Zealous Pictures, Vintage Pictures",English
7319,7319,Shopgirl,Released,Shopgirl,False,en,"Touchstone Pictures, Epsilon Motion Pictures, Hyde Park Films, Shopgirl",English
7320,7320,The Day,Released,Fight. Or die.,False,en,"Faction M, Preferred Content, Guy A. Danella Productions, Follow Through Productions",English
7321,7321,The I Inside,Released,His story began when it all ended,F,en,"MDP Worldwide, RCD Productions Ltd., Dimension Films, Miramax",English
7322,7322,The Most Dangerous Game,Released,They saw the heads of hunted men in Zaroff's trophy room!,False,en,RKO Radio Pictures,"Russian, English"
7323,7323,Being Flynn,Released,We're All Works In Progress,False,en,"Focus Features, Depth of Field, Tribeca Productions, Corduroy Films",English
7324,7324,Evidence,Released,Murder is his art,False,en,"Marc Platt Productions, Bold Films, FilmEngine",English
7325,7325,Urban Cowboy,Released,Hard Hat Days And Honky-Tonk Nights.,F,en,Paramount,English
7326,7326,Minamata,Released,Let truth be the prejudice.,False,en,"Metalwork Pictures, Infinitum Nihil, Head Gear Films, Kreo Films FZ, Metrol Technology, Work in Progress","English, Japanese"
7327,7327,Jab We Met,Released,Don't miss the train!,F,hi,Shree Ashtavinayak Cine Vision,"English, Hindi, Punjabi"
7328,7328,Atlantic City,Released,"She made him become what he always wanted to be - a lover, a hero, a rich man...and a killer!",F,en,"Canadian Film Development Corporation (CFDC), Famous Players Limited, Selta Films, International Cinema Corporation (ICC), Cine-Neighbor","French, English"
7329,7329,The Farm,Released,They're Dying To Meat You,False,en,Hans Stjernswärd Film Production,English
