,Unnamed: 0,films,status,tagline,pg_val,original_language,production_companies,spoken_languages
196,196,Me Before You,Released,Live boldly.,F,en,"New Line Cinema, Sunswept Entertainment, Metro-Goldwyn-Mayer",English
197,197,1917,Released,Time is the enemy,F,en,"DreamWorks Pictures, Reliance Entertainment, New Republic Pictures, Neal Street Productions, Mogambo Films, Amblin Partners","English, French, German"
198,198,Call Me by Your Name,Released,Is it better to speak or die?,F,en,"La Cinéfacture, RT Features, Frenesy Film, Water's End Productions, M.Y.R.A. Entertainment, CineFinance Italia","French, English, Italian"
199,199,Silver Linings Playbook,Released,Watch For The Signs,False,en,The Weinstein Company,English
200,200,Shrek 2,Released,Once upon another time...,F,en,"DreamWorks Pictures, Pacific Data Images, DreamWorks Animation",English
201,201,2012,Released,We Were Warned.,False,en,"Columbia Pictures, Centropolis Entertainment, Farewell Productions, The Mark Gordon Company","Tibetan, German, Russian, French, Mandarin, Latin, Portuguese, Spanish, Italian, Hindi, English"
202,202,The Godfather Part II,Released,"I don't feel I have to wipe everybody out, Tom. Just my enemies.",False,en,"Paramount, The Coppola Company","English, Italian, Latin, Spanish"
203,203,American Beauty,Released,Look closer.,False,en,"Jinks/Cohen Company, DreamWorks Pictures",English
204,204,Prometheus,Released,The Search for Our Beginning Could Lead to Our End,False,en,"Dune Entertainment, Scott Free Productions, Brandywine Productions, 20th Century Fox","Gaelic, English"
205,205,The Social Network,Released,You don't get to 500 million friends without making a few enemies.,F,en,"Columbia Pictures, Relativity Media, Scott Rudin Productions, Michael De Luca Productions, Trigger Street Productions",English
206,206,Pirates of the Caribbean: Dead Men Tell No Tales,Released,All pirates must die.,F,en,"Walt Disney Pictures, Jerry Bruckheimer Films, Infinitum Nihil",English
207,207,Knives Out,Released,"Hell, any of them could have done it.",F,en,"Lionsgate, MRC, T-Street Productions","Spanish, English"
208,208,Good Will Hunting,Released,"Some people can never believe in themselves, until someone believes in them.",False,en,"Miramax, Lawrence Bender Productions, Be Gentlemen Limited Partnership",English
209,209,Fifty Shades of Grey,Released,Are you curious?,F,en,"Focus Features, Michael De Luca Productions, Trigger Street Productions",English
210,210,The Devil Wears Prada,Released,Meet Andy Sachs. A million girls would kill to have her job. She's not one of them.,F,en,"Fox 2000 Pictures, Dune Entertainment, Major Studio Partners, Peninsula Films, 20th Century Fox","English, French"
211,211,Taxi Driver,Released,"On every street in every city, there's a nobody who dreams of being a somebody.",F,en,"Italo/Judeo Productions, Bill/Phillips, Columbia Pictures","English, Spanish"
212,212,A Star Is Born,Released,A Star Is Born,F,en,"Thunder Road, 22 & Green, Gerber Pictures, Joint Effort, Malpaso Productions, Warner Bros. Pictures, Live Nation Productions",English
213,213,Fury,Released,War never ends quietly.,False,en,"Columbia Pictures, QED International, LStar Capital, Le Grisbi Productions, Crave Films, Sony Pictures, Huayi Brothers Pictures","English, German, Spanish"
214,214,The Incredible Hulk,Released,You'll like him when he's angry.,F,en,"Marvel Studios, Valhalla Motion Pictures","Portuguese, Spanish, English"
215,215,Kick-Ass,Released,Shut up. Kick-Ass.,F,en,"Marv Films, Lionsgate, Plan B Entertainment, Mandate International",English
216,216,"I, Robot",Released,Laws are made to be broken.,F,en,"Davis Entertainment, Laurence Mark Productions, Canlaws Productions, 20th Century Fox, Overbrook Entertainment, Mediastream Vierte Film GmbH & Co. Vermarktungs KG",English
217,217,No Country for Old Men,Released,There are no clean getaways.,F,en,"Miramax, Scott Rudin Productions, Mike Zoss Productions, Paramount Vantage","English, Spanish"
218,218,Rise of the Planet of the Apes,Released,Evolution Becomes Revolution.,False,en,"Dune Entertainment III, Dune Entertainment, Chernin Entertainment, Ingenious Media, Big Screen Productions, 20th Century Fox",English
219,219,Ocean's Eleven,Released,Are you in or out?,F,en,"Village Roadshow Pictures, NPV Entertainment, Jerry Weintraub Productions, Section Eight, Warner Bros. Pictures","Italian, English"
220,220,The Sixth Sense,Released,Not every gift is a blessing.,False,en,"Spyglass Entertainment, The Kennedy/Marshall Company, Hollywood Pictures, Barry Mendel Productions","Latin, Spanish, English"
221,221,Scarface,Released,The world is yours...,False,en,Universal Pictures,"English, Spanish"
222,222,Prisoners,Released,Every moment matters.,False,en,"Madhouse Entertainment, Alcon Entertainment, 8:38 Productions, Warner Bros. Pictures, Summit Entertainment",English
223,223,American History X,Released,Some Legacies Must End.,F,en,"New Line Cinema, Savoy Pictures, The Turman-Morrissey Company",English
224,224,The Conjuring,Released,Based on the true case files of the Warrens,F,en,"Evergreen Media Group, New Line Cinema, The Safran Company",English
225,225,The Fault in Our Stars,Released,The Fault in Our Stars,False,en,"TSG Entertainment, Fox 2000 Pictures, Temple Hill Entertainment",English
226,226,The Notebook,Released,Behind every great love is a great story.,F,en,"New Line Cinema, Avery Pix, Gran Via Productions",English
227,227,12 Years a Slave,Released,The extraordinary true story of Solomon Northup,False,en,"New Regency Pictures, Plan B Entertainment, River Road Entertainment, Regency Enterprises, Film4 Productions",English
228,228,2001: A Space Odyssey,Released,The Ultimate Trip.,F,en,"Stanley Kubrick Productions, Metro-Goldwyn-Mayer","English, Russian"
229,229,In Time,Released,Time Is Power,F,en,"New Regency Pictures, Strike Entertainment",English
230,230,Aladdin,Released,Wish granted!,False,en,"Walt Disney Pictures, Walt Disney Feature Animation",English
231,231,Green Book,Released,Inspired by a True Friendship,False,en,"Participant, DreamWorks Pictures, Cinetic Media","English, Italian, Russian"
232,232,Tangled,Released,They're taking adventure to new lengths.,F,en,"Walt Disney Animation Studios, Walt Disney Pictures",English
233,233,Cast Away,Released,"At the edge of the world, his journey begins.",F,en,"Playtone, ImageMovers, 20th Century Fox, DreamWorks Pictures","Russian, English"
234,234,X-Men,Released,Trust a few. Fear the rest.,F,en,"The Donners' Company, Bad Hat Harry Productions, 20th Century Fox",English
235,235,Despicable Me 2,Released,Back 2 Work,False,en,"Illumination, Universal Pictures",English
236,236,Kung Fu Panda,Released,Prepare for awesomeness.,False,en,"DreamWorks Animation, Paramount",English
237,237,Transformers,Released,Their war. Our world.,F,en,"DreamWorks Pictures, di Bonaventura Pictures, Tom DeSanto/Don Murphy Production","Spanish, English"
238,238,E.T. the Extra-Terrestrial,Released,He is afraid. He is alone. He is three million light years from home.,False,en,"Universal Pictures, Amblin Entertainment",English
239,239,Taken,Released,They took his daughter.  He'll take their lives.,F,en,"Wintergreen Productions, EuropaCorp, M6 Films, Grive Productions, TPS Star, M6, All Pictures Media, 20th Century Fox, Canal+","English, French, Arabic, Albanian"
240,240,Jurassic World: Fallen Kingdom,Released,The park is gone.,False,en,"Amblin Entertainment, Universal Pictures","English, Russian"
241,241,The Big Lebowski,Released,Times like these call for a Big Lebowski.,False,en,"Gramercy Pictures, PolyGram Filmed Entertainment, Working Title Films","English, Hebrew, Spanish, German"
242,242,Dawn of the Planet of the Apes,Released,One last chance for peace.,F,en,"TSG Entertainment, Chernin Entertainment, Ingenious Media",English
243,243,Dead Poets Society,Released,He was their inspiration. He made their lives extraordinary.,F,en,"Touchstone Pictures, Silver Screen Partners IV, A Steven Haft Production, Witt/Thomas Productions","English, Latin"
244,244,Fantastic Beasts: The Crimes of Grindelwald,Released,Fate of one. Future of all.,F,en,"Warner Bros. Pictures, Heyday Films","English, French"
245,245,Die Hard,Released,Twelve terrorists. One cop. The odds are against John McClane... That's just the way he likes it.,False,en,"Gordon Company, Silver Pictures, 20th Century Fox","English, German, Italian"
246,246,Now You See Me 2,Released,You haven't seen anything yet.,False,en,"Summit Entertainment, Lionsgate, K/O Paper Products, TIK Films","Cantonese, Mandarin, English"
247,247,Home Alone,Released,A family comedy without the family.,False,en,"Hughes Entertainment, 20th Century Fox","English, French"
248,248,The Matrix Reloaded,Released,Free your mind.,False,en,"Village Roadshow Pictures, Silver Pictures, NPV Entertainment","English, French"
249,249,Madagascar,Released,Someone’s got a zoo loose.,False,en,"DreamWorks Pictures, Pacific Data Images, DreamWorks Animation","English, French, German, Portuguese, Spanish"
250,250,The Theory of Everything,Released,His Mind Changed Our World. Her Love Changed His.,F,en,Working Title Films,"Latin, English, French, Italian"
251,251,Nightcrawler,Released,The city shines brightest at night,False,en,"Sierra/Affinity, Bold Films",English
252,252,Oblivion,Released,Earth is a memory worth fighting for,False,en,"Universal Pictures, Relativity Media, Monolith Pictures (III), Chernin Entertainment, Radical Studios",English
253,253,Bruce Almighty,Released,In Bruce we trust?,F,en,"Pit Bull Productions, Spyglass Entertainment, Universal Pictures, Shady Acres Entertainment",English
254,254,Gran Torino,Released,Ever come across somebody you shouldn't have f#cked with?,F,en,"Matten Productions, Double Nickel Entertainment, Gerber Pictures, Malpaso Productions, Village Roadshow Pictures, WV Films IV, Warner Bros. Pictures",English
255,255,Minions,Released,"Before Gru, they had a history of bad bosses",False,en,"Illumination, Universal Pictures",English
256,256,Casino Royale,Released,Everyone has a past. Every legend has a beginning.,False,en,"Eon Productions, Stillking Films, Columbia Pictures, Studio Babelsberg, Danjaq, Casino Royale Productions, Metro-Goldwyn-Mayer","English, French"
257,257,The Fifth Element,Released,There is no future without it.,F,en,"Gaumont, Buena Vista International","English, Swedish, German"
258,258,Slumdog Millionaire,Released,What does it take to find a lost love?,False,en,"Celador Films, Film4 Productions","French, Hindi, English"
259,259,Monsters University,Released,School never looked this scary.,False,en,"Pixar, Walt Disney Pictures",English
260,260,Limitless,Released,What if a pill could make you rich and powerful?,False,en,"Relativity Media, Virgin Produced, Many Rivers Productions, Boy of the Year, Rogue Pictures, Mandate International","English, Italian, Russian, Mandarin, French"
261,261,Spectre,Released,A Plan No One Escapes,False,en,"Columbia Pictures, Metro-Goldwyn-Mayer, Eon Productions","French, English, Spanish, Italian, German"
262,262,The Perks of Being a Wallflower,Released,We are infinite.,F,en,Mr. Mudd Production,English
263,263,Pan's Labyrinth,Released,What happens when make-believe believes it's real?,False,es,"Estudios Picasso, Esperanto Filmoj, Tequila Gang, Telecinco Cinema",Spanish
264,264,Jumanji,Released,Roll the dice and unleash the excitement!,False,en,"TriStar Pictures, Interscope Communications, Teitler Film, PolyGram Filmed Entertainment","English, French"
265,265,Avatar: The Way of Water,Released,Return to Pandora.,False,en,"20th Century Studios, Lightstorm Entertainment",English
266,266,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Released,Evil Has Reigned For 100 Years...,F,en,"Walt Disney Pictures, Walden Media, C.S. Lewis Company","English, German"
267,267,X-Men Origins: Wolverine,Released,Witness the origin.,False,en,"The Donners' Company, Seed Productions, 20th Century Fox",English
268,268,American Psycho,Released,I think my mask of sanity is about to slip.,F,en,"Muse Productions, Pressman Film, Lionsgate","English, Spanish, Cantonese"
269,269,The Hangover Part II,Released,The Wolfpack Is Back,False,en,"Legendary Pictures, Green Hat Films, Warner Bros. Pictures","English, Thai"
270,270,Sherlock Holmes: A Game of Shadows,Released,The game is afoot.,False,en,"Warner Bros. Pictures, Village Roadshow Pictures, Silver Pictures, Wigram Productions, Lin Pictures",English
271,271,The Fate of the Furious,Released,Family no more.,F,en,"Original Film, One Race, Universal Pictures","English, Spanish"
272,272,John Wick: Chapter 3 - Parabellum,Released,Every action has consequences.,F,en,"Thunder Road, Lionsgate, 87Eleven","Arabic, Mandarin, English, Indonesian, Italian, Japanese, Latin, Russian"
273,273,Kong: Skull Island,Released,All hail the king,F,en,"Legendary Pictures, Tencent Pictures","English, Vietnamese"
274,274,Back to the Future Part III,Released,They've saved the best trip for last... But this time they may have gone too far.,False,en,"Universal Pictures, Amblin Entertainment",English
275,275,Men in Black 3,Released,Back in time.,F,en,"Columbia Pictures, Hemisphere Media Capital, Amblin Entertainment, Parkes+MacDonald Image Nation, Imagenation Abu Dhabi FZ",English
276,276,Maze Runner: The Scorch Trials,Released,The Maze Was Just the Beginning.,False,en,"Temple Hill Entertainment, Gotham Group, TSG Entertainment, 20th Century Fox",English
277,277,Full Metal Jacket,Released,In Vietnam The Wind Doesn't Blow It Sucks,False,en,"Natant, Stanley Kubrick Productions, Warner Bros. Pictures","English, Vietnamese"
278,278,21 Jump Street,Released,The only thing getting blown tonight is their cover.,F,en,"Columbia Pictures, Relativity Media, Original Film, Metro-Goldwyn-Mayer",English
279,279,One Flew Over the Cuckoo's Nest,Released,"If he's crazy, what does that make you?",F,en,Fantasy Films,English
280,280,Looper,Released,"Hunted by your future, haunted by your past.",F,en,"TriStar Pictures, FilmDistrict, Endgame Entertainment, DMG Entertainment, Ram Bergman Productions, FilmNation Entertainment",English
281,281,The Usual Suspects,Released,Five criminals. One line up. No coincidence.,F,en,"Bad Hat Harry Productions, Blue Parrot Productions","Spanish, English, French, Hungarian"
