,Name,ID,Gender,Age,Genres,Popularity,Followers
5596,Boosin,4B6QXgWoD3HHhUeXwPWYbu,male,0,[],34,984
5597,Mokadrumz,4qkALl4SykX5W9kMih6sdK,,0,['moombahton'],18,337
5598,FRAMAL,392Bnlp5PrDQZgtr3OSG9T,,0,[],35,2436
5599,Sharon Van Etten,2wJ4vsxWd7df7dRU4KcoDe,mixed,28,"['art pop', 'chamber pop', 'indie rock', 'melancholia', 'new jersey indie', 'singer-songwriter']",53,509322
5600,Chance Thrash,3z82km7NvHtfV4LHwRk072,male,27,[],35,10034
5601,Güven Yüreyi,5NtIOfNyPNLgha0FwPCvKV,male,0,['turkish pop'],36,128168
5602,Mugeez,2xU6IU13MYie8RcM54Ovt0,male,36,['ghanaian pop'],36,3220
5603,GOLDN,5VSLpR56lBiCC9jp8JuvFi,male,0,[],13,104
5604,Biondo,7vlwS8BMw7yyothJwoY74p,female,48,['italian pop'],36,261079
5605,Future Class,2jFK9ZXWDd7auJvfNfBcuC,male,36,"['brazilian edm', 'brazilian house']",49,31324
5606,Jovem Dionisio,4m5LghDfOKFZNEBZ0GO1OQ,male,0,['indie curitibano'],56,200692
5607,"Bobby ""Boris"" Pickett",42MRYPhQfcEXqb18dl5ERX,mixed,0,"['halloween', 'novelty']",51,21746
5608,Rockywhereyoubeen,5pieMKHiTXhVZEmlMT0ij7,,0,['dutch hip hop'],39,972
5609,TheDoDo,1YQg0jqLV5RT98HjMXxzaO,,0,['german viral rap'],44,26742
5610,Gabi Martins,3bMxoALDz4DJM8pJG0bnvs,female,0,['sertanejo pop'],38,125089
5611,Stevie Appleton,5qMHOzLlXeOEjOncWYtRfZ,male,31,[],52,9368
5612,ShooterGang Kony,0dT2U2jUx6OmKlyeQOH8AK,mixed,0,"['cali rap', 'detroit trap']",51,123576
5613,Brings,5uRfU4LuGDkxzZ86uCXQY8,mixed,29,"['german rock', 'karneval', 'kolsche karneval']",49,116378
5614,WE$T DUBAI,0ThxHJx0ElqLD8h2Compyq,male,0,['urbano espanol'],49,56726
5615,Emilie Nicolas,4cXE1g28uYrIaUisUx5cJt,female,32,"['norwegian indie', 'norwegian pop', 'norwegian singer-songwriter']",42,66526
5616,PANG!,6TlN75Ns66CyxBuZ7i3TK3,mixed,0,['deep tropical house'],36,26412
5617,Kodie Shane,1CUeN4GnHAGUk9nAXPorF4,female,21,"['atl hip hop', 'trap queen']",44,98076
5618,Duane Harden,6t8VAB5OTHKxi4p1I5aqn0,male,49,[],47,1691
5619,Madeon,4pb4rqWSoGUgxm63xmJ8xc,male,26,"['complextro', 'edm', 'electro house', 'electropop', 'filter house', 'nantes indie', 'pop dance']",53,654973
5620,Shy'm,3nXQmlliJxvfXOm3naZf3B,female,34,"['french pop', 'r&b francais']",46,391464
5621,Hooligan Skinny,6E2hlUEGs0bO0ktdZKy1lh,,0,['aussie drill'],38,32340
5622,Auður,21SqAOtuXFpwygK1GNxjTm,male,0,['icelandic pop'],29,10892
5623,Selah Sue,5Oc4knEQaid8K7AFqO5lHu,female,31,"['belgian pop', 'neo soul']",48,454749
5624,Benjamin Francis Leftwich,7D5oTJSXSHf51auG0106CQ,male,30,"['acoustic pop', 'indie anthem-folk', 'indie folk', 'stomp and holler', 'york indie']",47,320462
5625,X1,6C4irZ60X8G7UimMRQiCcg,mixed,1,['k-pop'],36,356953
5626,Z-Chen,5rG61ghWZ2R4TDvCO7d0jw,male,0,"['chinese r&b', 'malaysian mandopop', 'mandopop']",42,46944
5627,Los Dos Carnales,25UNJbwGZSQKvz5cPLWlv3,mixed,0,"['corrido', 'musica mexicana', 'norteno', 'sierreno']",70,2702867
5628,Joey Christ,76MhNEhAVHSwifZFFr7khX,,0,['icelandic hip hop'],26,3686
5629,Gil Vain,7LYtqxi8Le9d8KvQhzpcjj,mixed,34,['israeli mediterranean'],35,45680
5630,RhymeTube,31iJDnqpS43YIG18nTFx14,,0,['japanese chill rap'],29,5059
5631,Khan Bhaini,2qqPV8ZkTpVdwfMOKSsb8N,male,0,['punjabi pop'],60,544776
5632,MGI,0HbiZLIcyiV0p5fmBzcjzj,male,0,[],9,88
5633,Mackie,4LyGCVZ22bGCY4BaW04Uyl,male,42,['reggaeton flow'],49,12368
5634,Drängarna,2HwptwPQ4lvpYimzOJcYoY,mixed,25,"['classic swedish pop', 'dansband', 'danspunk']",40,52755
5635,SOOBIN,6CGGvCBHWqQ4HXtn5aLhbh,,0,['v-pop'],49,915756
5636,Kazad,3luxMgC0AnfwnJVljTM5SB,female,32,[],14,264
5637,DJ A1,76STnzdGp9dpBe7nX7rQB2,mixed,24,[],0,6
5638,Himesh Reshammiya,0sSxphmGskGCKlwB9xa6WU,male,47,"['filmi', 'modern bollywood']",64,9833313
5639,RZA,4iCwCMnqsNZ6atvRiADgtn,male,51,"['east coast hip hop', 'hardcore hip hop']",62,545961
5640,Monica,6nzxy2wXs6tLgzEtqOkEi2,male,0,"['contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",60,2556781
5641,Arman Cekin,7vUJCRmF1if4uhMp2V3tRP,,0,['bass trap'],45,45141
5642,Kalimba,4RjamFQJNT8nVbTKXJDJgv,male,38,"['latin arena pop', 'latin pop', 'mexican pop']",57,2164816
5643,Mavis Staples,0cTSCsVx04SSht9V6cpKN0,female,81,"['black americana', 'soul', 'southern soul', 'spirituals']",48,100026
5644,GAC (Gamaliél Audrey Cantika),3YYdJZO7kX8nwDzN3YJzdW,mixed,12,['indonesian pop'],43,435732
5645,MUNA,6xdRb2GypJ7DqnWAI2mHGn,mixed,0,"['indie pop', 'indie poptimism', 'la pop', 'metropopolis']",58,355275
5646,Maddie & Tae,34bhyY8jfKez7uKakMfy4y,mixed,6,"['contemporary country', 'country', 'country road', 'modern country rock']",60,1132471
5647,Aragão,6uVPyqbCsr2hcfDwGTmdl4,male,71,['hip hop tuga'],34,25208
5648,Anna of the North,1mSJCvDX0W7Dn7S9C6vmvI,female,29,['vapor pop'],54,213137
5649,Martin Almgren,7iURZ6msGELD5SZqMqKa7G,male,32,"['melodipop', 'orebro indie']",25,10638
5650,Dixie,3DKkhRCGOG4e8IUPYFPfWs,female,18,['social media pop'],50,950280
5651,Kiko Rivera,0HSGpDMeXaEmH5aUIHjnBF,,0,"['electro bailando', 'electro latino']",58,103609
5652,Séra Bjössi,2Gnn51iidR6UIRSFc8vkHF,female,0,['icelandic hip hop'],28,6236
5653,Ayoub Maach,6lNP6HiSpWcr1NpO3MLcXj,male,20,['dutch idol pop'],23,2893
5654,Alrima,2XyVj5qsjy87RPXk1O5if3,,0,"['french hip hop', 'pop urbaine']",38,341540
5655,Trafiquinte,5HdWyNYybG0xZOdJOShrd6,male,0,[],38,1525
5656,Shoreline Mafia,4tYSBptyGeVyZsk8JC4JHZ,mixed,4,['cali rap'],64,1146826
5657,MKLA,57Vnemieu10x71jR2UWc4o,,0,[],54,28037
5658,Laura Närhi,7KHWXv1XVqqXuIZ8Ui5TDJ,female,42,"['finnish pop', 'iskelma', 'suomi rock']",34,50545
5659,Chirag,1Xfv0o1xU7jH7M9QYod7rj,,0,['norwegian pop rap'],33,1012
5660,Jamie Cullum,3XxxEq6BREC57nCWXbQZ7o,male,40,"['contemporary vocal jazz', 'jazz pop', 'neo mellow']",60,518863
5661,Mergui,6grXi1oBW9ayoP4FTt4r2Z,male,0,['israeli pop'],43,182678
5662,Mangli,1pDF5UltcypyatITA3Pduo,female,30,['tollywood'],57,1740994
5663,Elizabeth Tan,17bFKNQu8Ov9bwgUzMygRH,female,26,['malaysian pop'],33,83122
5664,Marié Digby,2XMxHczWkSzDDFhiC3zt8k,female,37,['lilith'],34,75595
5665,Jaden Hossler,6Y64EaNqpqcZYTgs4c76gF,male,0,"['pop punk', 'social media pop', 'teen pop']",59,993707
5666,A_GIM,2rfP10XRD7iO8GbSQg0Dku,female,0,['polish electronica'],28,1658
5667,Ayax y Prok,5Ypafuz95Xk09YDf4tgAvU,mixed,0,"['rap politico', 'spanish hip hop', 'urbano espanol']",56,660458
5668,Soundgarden,5xUf6j4upBrXZPg6AI4MRK,mixed,36,"['alternative metal', 'alternative rock', 'classic rock', 'grunge', 'hard rock', 'nu metal', 'rock']",65,4227415
5669,Alkpote,0QcZD8V0Ug1KINWBSyG0dB,male,39,"['french hip hop', 'pop urbaine', 'rap francais']",45,246240
5670,Otis Redding,60df5JBRRPcnSpsIMxxwQm,male,26,"['classic soul', 'memphis soul', 'soul', 'soul blues', 'southern soul', 'vocal jazz']",69,2181046
5671,Monica Karina,4uz19Fx4VF6BHhzmTuSCOR,female,0,"['indonesian pop', 'indonesian r&b']",26,9828
5672,BNK48,0A7q0U0IEdNOHWnQpMRQdD,mixed,4,['t-pop girl group'],37,189513
5673,ENHYPEN,5t5FqBwTcgKTaWmfEbwQY9,mixed,0,"['anime', 'k-pop boy group']",77,7248039
5674,CALO,64EDMuVmyXk5y2qz8A2Epy,male,27,[],22,1312
5675,Luana Kiara,3aT2GOh9Iy2WJmDhE6PorP,female,0,[],45,3825
5676,Felix Cartal,6roDXEmZ6AARdOUv6x5U2v,male,33,"['canadian electronic', 'electro house', 'pop dance', 'pop edm']",49,100440
5677,The Common Linnets,18h3nc5ixeV80KKGWDAaMG,mixed,7,"['dutch americana', 'dutch pop']",40,57694
5678,Ericka Jane,1L4HGLMFRrJsAnug5M7slL,female,0,"['danish pop', 'scandipop']",35,6397
5679,Paolo Nutini,7x5rK9BClDQ8wmCkYAGsQp,male,33,"['british soul', 'neo mellow', 'scottish singer-songwriter']",63,1371801
5680,Prem Dhillon,6IP4VnqS1pOiQcPVP4zx0H,,0,['punjabi pop'],65,931527
5681,Bridgit Mendler,4VhL8KLjVso4vLfOLVViTb,male,0,"['pop', 'post-teen pop']",59,1367525
5682,Orup,6fJM13619LsYtyPqHvsf6A,male,61,"['classic swedish pop', 'swedish pop', 'swedish soul']",37,55979
5683,Mortel,15N4o2rfEABILEVPXZIlo1,male,29,"['german drill', 'german hip hop']",38,43450
5684,Banita Sandhu,3bYGK3QTL74pMUVbcgkIza,,0,[],49,897
5685,Dhruv Vikram,6ivte6aFersdzMprXpVDiO,male,0,['tamil pop'],52,15893
5686,Pipe Bueno,4RXxwBtdt6k1YNyyAyiOng,male,28,"['colombian pop', 'musica popular colombiana', 'reggaeton', 'vallenato moderno']",58,1217385
5687,Elijah Woods x Jamie Fine,0UARksVKrwd1Gwdeq3Mes1,mixed,3,"['canadian electropop', 'canadian pop']",31,28352
5688,Trishna Gurung,1m98lRsSVX0l8vVaWkRwhD,mixed,36,"['classic nepali pop', 'nepali pop']",37,49798
5689,Raisse,4eJsV1Gy3Aaq5k4e0TyCSW,,0,['rap marseille'],33,4678
5690,Niklas Strömstedt,3nEiRzdQNmkUgoknNt9IRu,male,62,"['classic swedish pop', 'swedish pop']",37,39862
5691,Wohnout,0ZDbrXYXNaO94VjgXjdFh7,mixed,32,"['czech pop rock', 'czech punk', 'czech rock']",41,160066
5692,Sebastian Stakset,46kV0QPO6PgUjtP69hvbfI,male,0,"['swedish hip hop', 'swedish trap pop']",42,25310
5693,S3RL,11aa081aKYUzmeFm0yHdT2,male,38,"['australian dance', 'freeform hardcore', 'happy hardcore']",56,342486
5694,Kalvijn,11X2JfCZ9k1u9xMKTGkpdK,,0,['dutch hip hop'],35,102763
5695,VIC MENSA,27w1NoOLMX7tJMYqcetPyG,male,27,"['canadian hip hop', 'chicago rap', 'conscious hip hop', 'underground hip hop']",55,618348
5696,Pinkfong,7cTXfwpe9peK0UE1bZyIWZ,mixed,0,"['cartoon', ""children's music"", 'dong-yo']",65,265454
5697,Barack Adama,5nzb4lFHogGWcsd9njLT0M,male,34,['pop urbaine'],42,59588
5698,Ravid Plotnik,2JQK9mzxqKz16lSgICHDTx,male,32,"['israeli hip hop', 'israeli trap']",53,295481
5699,Graya,6AmKZ6kQdFR64iIiUsRMHT,,0,"['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']",45,59763
5700,Los Cadillac's,44clbgZfF4GkBAyduMPE2W,mixed,0,['pop reggaeton'],39,67421
5701,Johnny Cash,6kACVPfCOnqzgfEF5ryl0x,male,71,"['arkansas country', 'outlaw country', 'rock']",71,6120030
5702,Ziva Magnolya,2wZWkw5jo8P4NVonVanxYd,male,63,['indonesian pop'],62,2023399
5703,Rio Febrian,3q3FakGkayPyaj7dV3luv9,male,39,['indonesian pop'],41,352110
5704,The Platters,6KWcxMWVNVIYbdOQyJtsSy,mixed,67,"['adult standards', 'easy listening', 'rock-and-roll', 'rockabilly']",56,734427
5705,Jonathan Foreman,6BLJql6geiZkdKrM4xnTWa,male,43,[],34,490
5706,Future Animals,6BO6yixI2DcFTyErSNYfLx,mixed,3,['scandipop'],23,4017
5707,Fantøm,2ujjAvNQx3qEZozQrHCGiH,,0,[],13,60
5708,Hakan Tunçbilek,7Ejh8LL9odzXRIDGVWcCTw,male,0,[],35,1976
5709,Ted Nights,7C5LeG2YnjpSOYGMlXSprN,male,0,['deep pop edm'],23,742
5710,Catupecu Machu,059ysTnWcrm4yFwTr0NDjc,mixed,26,"['argentine punk', 'argentine rock']",51,562790
5711,Royal Blood,2S5hlvw4CMtMGswFtfdK15,mixed,7,"['brighton indie', 'garage rock', 'modern alternative rock', 'modern blues rock', 'modern hard rock', 'modern rock', 'rock']",62,1593318
5712,DAY6,5TnQc2N1iKlFjYD7CPGvFc,mixed,4,"['k-pop', 'k-pop boy group']",60,3218840
5713,Masaharu Fukuyama,5FGlhIQqewJRV8fx24toG0,male,51,"['classic j-pop', 'j-acoustic', 'j-pop', 'japanese singer-songwriter']",51,874294
5714,Busungarna,5ZQZv5H3Y0o5poG0Din676,mixed,0,[],33,3559
5715,Júnior e Cézar,5fWvTvWy2NCaVy8pFmWIvk,,0,['sertanejo pop'],46,25542
5716,Monsieur Periné,36KsCCwgI0Dep97yVJWmkK,mixed,13,"['colombian pop', 'gypsy jazz', 'latin alternative']",56,588535
5717,Rako,57UNBGWy1iDPVEgSLrBxko,male,36,['psychokore'],39,16900
5718,Guelo Deluxe,4wpAf8mbXOuEFe1LQDkWZV,,0,['rap romantico'],27,32586
5719,Lil Vinceyy,7Dhd8nNMvFdye1R3Y8wE6C,male,37,"['pinoy hip hop', 'tagalog rap']",31,12689
5720,Sarita Lorena,5V9JsrZb5RjuvbzvJsA5gp,female,0,"['dutch pop', 'dutch rap pop']",34,10068
5721,Josh Gad,4dSQICBjdUIp5iK6RRU2bY,male,39,['movie tunes'],58,31774
5722,Maria Haukaas Mittet,4Gej6q6wCKccBidZF9lB5B,female,41,"['classic norwegian pop', 'nordnorsk musikk', 'norwegian pop']",43,8005
5723,Aylin Coşkun,2MGfqrHOt6TPVruHPG6tFF,female,0,"['deep turkish pop', 'turkish pop']",30,11806
5724,Lange Frans,5I2d294l90n7EMWVNUZczE,male,39,['dutch hip hop'],47,62959
5725,Doe Boy,6aLoJJxz7MV2iZ423S8tJC,male,0,"['atl hip hop', 'atl trap', 'memphis hip hop', 'ohio hip hop', 'trap']",54,253843
5726,George Clinton,2GVBp7QyHckoOg7rYkLvrA,male,79,"['funk', 'p funk', 'soul']",54,474504
5727,Victor och Natten,1nPiOKzzecjvA3qhIDSPza,male,32,['swedish idol pop'],6,941
5728,Panda Bear,1R84VlXnFFULOsWWV8IrCQ,male,42,"['art pop', 'chamber pop', 'chillwave', 'dream pop', 'experimental pop', 'indie rock', 'indietronica', 'lo-fi', 'noise pop']",48,208790
5729,Franz Ferdinand,0XNa1vTidXlvJ2gHSsRi4A,mixed,19,"['alternative rock', 'dance rock', 'indie rock', 'modern rock', 'rock', 'scottish rock']",64,2547257
5730,Lvcas Dope,41Vy9bg5eOy5RWPiTE8pBI,mixed,23,"['czech hip hop', 'czsk hip hop']",41,73375
5731,โป่ง หินเหล็กไฟ,4EVFhcIKSAr2dtcOv6EzZa,,0,[],33,726
5732,ByeAlex és a Slepp,2dmFGufs1lJpgKnb5NyPNS,mixed,0,['hungarian pop'],48,201241
5733,Prateek Kuhad,0tC995Rfn9k2l7nqgCZsV7,male,30,"['desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",61,873151
5734,Natasha Bedingfield,7o95ZoZt5ZYn31e9z1Hc0a,female,38,"['dance pop', 'pop', 'post-teen pop']",63,1671966
5735,Maxi Trusso,1V7tGmh5DDSNE0VsUcorJL,male,50,"['argentine indie', 'pop argentino']",38,62093
5736,Apink,2uWcrwgWmZcQc3IPBs3tfU,mixed,9,"['k-pop', 'k-pop girl group']",51,1248287
5737,IssoQueÉSomDeRap,43DrL9cHm49HEwg85idE2c,,0,['trap brasileiro'],45,5040
5738,Fenix Flexin,63GIj2yhFvX1Bzphb9JgVb,male,0,['cali rap'],61,103890
5739,The Tragically Hip,0YMeriqrS3zgsX24nfY0F0,mixed,37,"['canadian rock', 'kingston on indie', 'ontario indie', 'rock']",55,940413
5740,Justice Toch,3B4UCLYCwiQTr6bmtpGnIa,male,0,"['dutch hip hop', 'dutch rap pop']",32,6522
5741,Yahya Hassan,5Sfl2tlr8v5SAQKDzBK1qa,male,0,[],15,1325
5742,Rob Vicious,2gGtD7OGXbNZAY3oCZvZqA,,0,['cali rap'],52,18190
5743,OHGEESY,3ppQEG71r7jVpI8RudzycF,male,0,['cali rap'],64,284738
5744,Master Kato,6pb2Dl1FHK081UKW6aUqgF,,0,[],50,5237
5745,Bass Santana,0O1cTzccAEKaEFShgzAK9V,,0,"['miami hip hop', 'underground hip hop']",49,171476
5746,The Kingdom Choir,3OZZeMIZnTvQKjfQEEqx6C,,0,[],40,16663
5747,The Opposites,23951Pg9PiLB8Uza3k12g6,mixed,16,['dutch hip hop'],49,164154
5748,Saimaa,5Y24oYaTX3VOvtAcG2XlQR,mixed,16,"['finnish indie', 'finnish jazz', 'suomi rock']",25,7297
5749,Diego Boneta,1Pu2OFhNGOTakxDgxoIXiv,male,29,['latin arena pop'],45,96981
5750,Christel Alsos,30wwNbASvE9GkBDsNVCsnn,,35,"['norwegian pop', 'norwegian singer-songwriter']",43,25424
5751,Imenella,6IuS73qKuYfrYqA5g5iq0h,female,0,"['swedish dancehall', 'swedish hip hop', 'swedish trap pop']",28,13586
5752,Ewa Farna,6xajh3A5qhxsNffhhBNntC,female,26,"['czech pop', 'polish pop']",49,207360
5753,Donnalyn,1dpv0XBdgUa5z4vzn7ahIz,female,26,['opm'],40,313077
5754,Rocazino,62ytrJr6FZ6W1boNI1Y0O3,mixed,0,"['classic danish pop', 'danish pop', 'danish pop rock', 'dansktop']",42,25609
5755,Jannika B,5ffRhIFF1wJD3JJLDXt4hY,female,35,"['finnish dance pop', 'finnish pop', 'iskelma', 'suomi rock']",39,32039
5756,Michael Patrick Kelly,4OGiMt96TFUKkKWf7Imlno,male,42,['german pop'],53,420510
5757,Salvador Sobral,0GfYO21pue5u0sVEYk9HZO,male,30,['portuguese pop'],40,121149
5758,L.V.,2LhsePRtgCo4THVKULQBL7,male,65,[],65,20849
5759,The Dap-Kings Horns,4LFgxG38Y0l4Fo1gdQelay,mixed,0,[],44,1772
5760,Shipra Goyal,7gOZcXPfLtLbFgUyHGV7cZ,female,28,['punjabi pop'],56,136349
5761,Loco Escrito,00UMLCX51uNiBzMhQKlwyQ,male,30,[],35,50324
5762,Calby,0G0umTp1UkZhB0Jd6N1oOa,,0,[],31,8230
5763,La Fouine,6QS84S3i4gwdEKqWoTtDLd,male,38,"['arabic hip hop', 'french hip hop', 'pop urbaine']",50,586831
5764,Mc Sapao,4I4iP1ZXPT2eLo3R4cBPig,male,40,"['axe', 'funk carioca', 'funk das antigas', 'funk melody']",40,260020
5765,Carolina Deslandes,6xolQjWFT24ykWke55u9fU,female,0,['portuguese pop'],49,298945
5766,Rozhes,6IXZ3WtJcdgiRcAr04koEP,,90,[],36,25090
5767,Gajendra Verma,1yzgJmZf5CxtFfGfRFm4Si,male,0,"['desi pop', 'filmi', 'modern bollywood']",60,2380715
5768,Magnus Carlson,4Ag5mrJhXH238pExZYJcaM,male,52,['classic swedish pop'],36,23854
5769,Diana Wang,6qMCbcnBinopCiiCrKQlF3,female,29,['mandopop'],38,78877
5770,TesseracT,23ytwhG1pzX6DIVWRWvW1r,mixed,14,"['djent', 'progressive metal']",48,304749
5771,Frida Ånnevik,0SlejFsyHq7i1ZgWoRWdH2,female,0,"['norske viser', 'norwegian singer-songwriter']",37,23081
5772,Dinosaur Jr.,267VY6GX5LyU5c9M85ECZQ,male,0,"['alternative rock', 'lo-fi', 'noise pop', 'noise rock', 'permanent wave', 'power pop']",49,508341
5773,Oskar Flood,3Zif00eSvBUECxu8grzURU,mixed,0,[],19,339
5774,Tiê,5rTjH3aABAmPM5B6DZebZ7,female,40,"['folk brasileiro', 'mpb', 'nova mpb']",49,720621
5775,Barbara Moleko,5G6LaA5I0P51M49dzJV5k3,female,33,['danish pop'],36,53188
5776,Neele Ternes,7isTm27jVXz6QlAAt8WeXh,female,40,[],29,2879
5777,Bob Sinclar,5YFS41yoX0YuFY39fq21oN,male,53,"['disco house', 'filter house']",66,594874
5778,Ten Walls,4veIvBHKoUacjuoMOm3vsg,male,0,['lithuanian electronic'],39,96429
5779,Xavier Rudd,5lbM4g6bhxjNX7R5QHP2nD,male,42,"['australian indie folk', 'australian reggae fusion']",58,707611
5780,Syamel,5K7M6xiKbPlcekc5fjqbgx,,0,['malaysian pop'],37,145129
5781,Ana Diaz,4Lw6zDFtDp7WVblSAXcQdW,female,43,['swedish pop'],42,21319
5782,Dom Kennedy,3s8alQfNnY0roAHaJh7Xxt,male,35,['underground hip hop'],53,595735
5783,Lyodra,6Sv2jkzH9sWQjwghW5ArMG,,0,['indonesian pop'],67,3564075
5784,CHARLIE BEATS,3iFgLN1aKaXsXUPcKfqR0w,,0,[],29,575
5785,Nivea,15Dh5PvHQj909E0RgAe0aN,female,38,"['atl hip hop', 'contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",44,736052
5786,Schuster,0ExOaVFeqJBe9niEG4HZAX,male,0,"['pop chileno', 'reggaeton chileno']",35,25730
5787,Ara Johari,0xuL8l2qakTAyURbZb1gtc,mixed,0,['malaysian pop'],32,136377
5788,Grand Corps Malade,3PsyPWjsftbfeXGorZv4AM,male,43,"['chanson', 'french pop']",58,815521
5789,Camille Lellouche,6os4KQUfJoyJwjZ7y7Ec6Q,female,0,['french pop'],47,50901
5790,Dicte,2M8siACtKsHdqRo2y5YE1Z,female,53,[],41,4424
5791,Raekwon,2yQf6b8hxahZaT5dHlWaB1,male,50,"['east coast hip hop', 'hardcore hip hop']",66,581602
5792,Jose Mari Chan,1EHAbA1GMYOfkh9ds9eNfS,male,75,"['classic opm', 'opm']",58,385275
5793,Sander Wazz,3O2ALOTlfmlMCabLD6YVcb,male,0,['trap argentino'],23,15837
5794,Auryn,5SDjeVjcT8OArcVd6Yu6a9,mixed,11,['electro latino'],29,113260
5795,Emil Kruse,4WnhWF0prnUJ7sHHi5Aoun,male,0,"['danish electropop', 'danish hip hop', 'danish pop']",36,11776
5796,DJ Kayz,1GQ4ihUi4W36nt5ZKmtMgh,,0,"['deep rai', 'french hip hop', 'pop urbaine', 'rif']",48,401796
5797,UB40,69MEO1AADKg1IZrq2XLzo5,mixed,42,"['reggae fusion', 'uk reggae']",65,2288861
5798,Trúc Nhân,1dmaHHd1Xbd85cT1egYb4w,male,28,['v-pop'],43,911800
5799,Dominic Cooper,0F6wZIBwxstvRk9eQtpvOo,male,42,['movie tunes'],50,5840
5800,Tone Damli,1FVIussEvC43HZnVOY7Zjs,female,32,['norwegian pop'],36,50789
5801,YENTED,4tM1FV7wm8Tp4bXhtWjBmX,,0,"['thai indie pop', 'thai pop']",44,199572
5802,Bárbara Tinoco,10okQWuBo3LEA8HSZ1VUMT,female,21,['portuguese pop'],50,214178
5803,Sueco,4iDroUFo89Y7YBsdDTBmTD,male,23,['cali rap'],60,551414
5804,Killa Fonic,20SBqzpuFoymhieHTNHUgl,male,31,"['romanian rap', 'romanian trap']",50,255816
5805,Woenzelaar,5q3cyUYQTJUOSZ6Sciduxv,male,0,['dutch hip hop'],30,36561
5806,Dani Flow,1yX62RHdYysNcIrO33WQxJ,,0,['reggaeton mexicano'],75,433407
5807,Güliz Ayla,7yiJcbeab3PFoFhxtNDujs,female,32,['turkish pop'],42,422488
5808,Phương Anh Đào,6ZNAsA4h8V7SOLtiK8Vfav,,37,[],39,174
5809,Harsh Upadhyay,3y0Y3G1hDwoQv48m7U6NdU,male,0,[],11,240
5810,Mitchell Tenpenny,1p6CdzJRoicjRcSdWoB9Qc,male,30,"['contemporary country', 'country road', 'heartland rock', 'modern country rock']",63,480344
5811,Michael Wendler,3nrxbDUVMUDDrBCRposrDL,male,48,"['discofox', 'schlager']",40,95507
5812,Bilderbuch,2ErWLckuGFl84nGmg5fwyG,mixed,15,"['austrian indie', 'austrian pop', 'austropop', 'german pop']",47,241138
5813,Jontte Valosaari,28kGqx4hUF07ChEMz26up7,male,40,"['finnish dance pop', 'finnish hip hop', 'finnish pop', 'iskelma']",25,7312
5814,Operación Triunfo 2018,0WjgLcpQBKfPGI1vziiqnt,mixed,1,"['latin talent show', 'latin viral pop']",25,34137
5815,Bailey May,69ug07KFFRhcCZ7iZ1Mn1i,male,17,['opm'],29,58829
5816,Pierce Brosnan,6wbpT3ouvjUUWqKWJ5iQ9z,male,67,['hollywood'],52,11894
5817,Guesan,1eMrj0akHMVF8HpxG1OrLD,,0,['rap genovese'],34,4808
5818,Ill Rave,2UED7orH77Ei8kwVG4TNAJ,mixed,0,['rap genovese'],32,1836
5819,Fakkboiz,11PpNNR6WoXGTEDLiTjdfe,,0,"['fotbollslatar', 'russelater']",33,7073
5820,B3nte,2ykUp1K8tRaOUFd8vvcwXl,,0,['melbourne bounce international'],50,22816
5821,We Are I.V,72Zv5wZvluMB6IYwCd0kDM,mixed,0,[],16,2141
5822,AJJ,4IDpDJIDfK96HMLD4Tphyl,male,0,"['acoustic punk', 'anti-folk', 'folk punk', 'pov: indie']",50,242961
5823,Gaby Moreno,0K9pSmFx0kWESA9jqx8aCW,female,38,"['guatemalan pop', 'latinx alternative', 'rock chapin']",57,87844
5824,Zoe Nash,1yFie7615gesdLbvVVpYU5,female,29,['la pop'],36,2006
5825,Hogland,5s21IKPvmxRf9WxpO8H5UB,,0,"['deep pop edm', 'swedish tropical house']",45,82803
5826,Charles Aznavour,2hgP9Ap2tc10R5jrQaEpMT,male,94,['chanson'],61,1318119
5827,Walk off the Earth,6jEiUoyyJNPHzSR0Nib6HX,mixed,14,"['canadian rock', 'pop rock']",60,745678
5828,Scooter,0HlxL5hisLf59ETEPM3cUA,mixed,26,"['eurodance', 'german techno', 'hamburg electronic', 'happy hardcore']",63,799831
5829,Fitz and The Tantrums,4AcHt3JxKy59IX7JNNlZn4,mixed,12,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'pov: indie']",64,871066
5830,Aydın Kurtoğlu,7ymCV8co6nSwmYFEyGmVvJ,male,0,['turkish pop'],44,280296
5831,Ylva,3BLtF1cfHaJ98drJiRefIG,,0,['norwegian pop'],33,13472
5832,Rajat Nagpal,4yxICw7joYAxRI2sTRldLB,male,0,"['desi pop', 'modern bollywood', 'punjabi pop']",65,24909
5833,Luka da Z.O,1Wc8D2AENsik0LzTt637xc,,0,[],15,420
5834,Maneiro Na Voz,5HhqHgbJkwLwOpQpF1qfST,male,0,[],25,8546
5835,Ilse DeLange,3FTKP1k9VbOng3m1rgnsqx,female,43,"['dutch americana', 'dutch pop', 'dutch rock']",47,275840
5836,Leslie Tay,1D2o9Wb1d9ZhhPSRREJgwX,,0,['swedish hip hop'],24,5911
